,DeliveryDate,Version,inputFolder,inputFilename,xyPixelSize,zPixelSize,memChannel,nucChannel,structureChannel,structureProteinName,lightChannel,timePoint,outputSegmentationPath,outputNucSegWholeFilename,outputCellSegWholeFilename,structureSegOutputFolder,structureSegOutputFilename
43,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_043.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_043.czi_nucWholeIndex.tiff,20160705_S03_043.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_043.czi_structSegmentation.tiff
44,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_044.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_044.czi_nucWholeIndex.tiff,20160705_S03_044.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_044.czi_structSegmentation.tiff
45,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_045.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_045.czi_nucWholeIndex.tiff,20160705_S03_045.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_045.czi_structSegmentation.tiff
46,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_046.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_046.czi_nucWholeIndex.tiff,20160705_S03_046.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_046.czi_structSegmentation.tiff
47,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_047.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_047.czi_nucWholeIndex.tiff,20160705_S03_047.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_047.czi_structSegmentation.tiff
48,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_048.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_048.czi_nucWholeIndex.tiff,20160705_S03_048.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_048.czi_structSegmentation.tiff
49,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_049.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_049.czi_nucWholeIndex.tiff,20160705_S03_049.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_049.czi_structSegmentation.tiff
50,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_050.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_050.czi_nucWholeIndex.tiff,20160705_S03_050.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_050.czi_structSegmentation.tiff
51,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_051.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_051.czi_nucWholeIndex.tiff,20160705_S03_051.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_051.czi_structSegmentation.tiff
52,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_052.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_052.czi_nucWholeIndex.tiff,20160705_S03_052.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_052.czi_structSegmentation.tiff
53,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_053.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_053.czi_nucWholeIndex.tiff,20160705_S03_053.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_053.czi_structSegmentation.tiff
54,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_054.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_054.czi_nucWholeIndex.tiff,20160705_S03_054.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_054.czi_structSegmentation.tiff
55,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_055.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_055.czi_nucWholeIndex.tiff,20160705_S03_055.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_055.czi_structSegmentation.tiff
56,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_056.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_056.czi_nucWholeIndex.tiff,20160705_S03_056.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_056.czi_structSegmentation.tiff
57,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_057.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_057.czi_nucWholeIndex.tiff,20160705_S03_057.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_057.czi_structSegmentation.tiff
58,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_058.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_058.czi_nucWholeIndex.tiff,20160705_S03_058.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_058.czi_structSegmentation.tiff
59,2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\20160705,20160705_S03_059.czi,0.065,0.29,1,3,2,Alpha tubulin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\nuc_cell_segmentation,20160705_S03_059.czi_nucWholeIndex.tiff,20160705_S03_059.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160705_S03\structure_segmentation,20160705_S03_059.czi_structSegmentation.tiff

